id,title,preacher,datetime,mp3,ytube_id,scloud,fire_hard,location,transcript,format,created_at,updated_at,slug,dl_count
24,"Zeal Not According to Knowledge","Bro Garrett Kirchway","2016-12-05 01:30:00",,mQV1VnpW8mM,,f,Vancouver,,Preaching,"2017-04-14 00:58:35.593366","2017-04-14 00:58:35.593366",zeal-not-according-to-knowledge,0
25,"Bible Principles on Dating","Pastor Anderson","2016-12-05 01:30:00",,LiSM9bA6w3Q,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:35.615705","2017-04-15 21:57:46.497569",bible-principles-on-dating,0
26,"Reaping Where You Sow","Pastor Anderson","2016-11-28 01:30:00",,kh9evsxIQSM,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:35.642374","2017-04-15 21:57:46.513830",reaping-where-you-sow,0
27,"Happy Are These Thy Servants","Bro Tyler Baker","2016-11-24 02:00:00",,lTEaShmDkwM,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:35.663772","2017-04-15 21:57:46.531870",happy-are-these-thy-servants,0
28,"Joseph and Jesus","Bro Rick Martinez","2016-11-21 01:30:00",,TNFGErNTaEo,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:35.683811","2017-04-15 21:57:46.548927",joseph-and-jesus,0
29,"Jeremiah 33","Pastor Anderson","2016-11-17 02:00:00",,oNE8-pcOhmc,https://soundcloud.com/bible-preaching/2016-11-16p-jeremiah-33,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:35.703407","2017-04-15 21:57:46.564866",jeremiah-33,0
30,"Patience When Teaching","Pastor Anderson","2016-11-14 01:30:00",,duP2pn_NSr4,https://soundcloud.com/bible-preaching/2016-11-13p-patient-when-teaching,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:35.725132","2017-04-15 21:57:46.581848",patience-when-teaching,0
31,"Jeremiah 32","Pastor Anderson","2016-11-10 02:00:00",,AWaDvZ2bzZA,https://soundcloud.com/bible-preaching/2016-11-09p-jeremiah-32,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:35.749234","2017-04-15 21:57:46.599546",jeremiah-32,0
32,"Praise the Lord","Pastor Anderson","2016-11-07 01:30:00",,0akh8WAtuN4,https://soundcloud.com/bible-preaching/2016-11-06p-praise-the-lord,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:35.768847","2017-04-15 21:57:46.616401",praise-the-lord,0
33,"Jeremiah 31","Pastor Anderson","2016-11-03 02:00:00",,QQdCAvyO-po,https://soundcloud.com/bible-preaching/2016-11-02p-jeremiah-31,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:35.790422","2017-04-15 21:57:46.635847",jeremiah-31,0
34,"Jesus Descended into Hell","Pastor Anderson","2016-10-31 01:30:00",,qVLQz-SuLKw,https://soundcloud.com/bible-preaching/2016-10-30p-jesus-descended-into-hell,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:35.809159","2017-04-15 21:57:46.652337",jesus-descended-into-hell,0
35,"Jeremiah 30","Pastor Anderson","2016-10-27 02:00:00",,NFIkKMNLivg,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:35.838724","2017-04-15 21:57:46.667233",jeremiah-30,0
36,"Making Yourself of No Reputation","Pastor Anderson","2016-10-24 01:30:00",,mLk4PvMmBio,https://soundcloud.com/bible-preaching/2016-10-23p-making-yourself-of-no-reputation,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:35.865264","2017-04-15 21:57:46.683483",making-yourself-of-no-reputation,0
37,"Jeremiah 29","Pastor Anderson","2016-10-20 02:00:00",,VrOzz5jS95Q,https://soundcloud.com/bible-preaching/2016-10-19p-jeremiah-29,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:35.884270","2017-04-15 21:57:46.700034",jeremiah-29,0
38,"Lean Not Unto Thine Own Understanding","Pastor Anderson","2016-10-17 01:30:00",,HXqD_WW395U,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:35.903469","2017-04-15 21:57:46.716369",lean-not-unto-thine-own-understanding,0
39,"The Purpose of the Devil","Pastor Anderson","2016-10-10 01:30:00",,1eAxS3OpFVQ,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:35.924905","2017-04-15 21:57:46.733093",the-purpose-of-the-devil,0
40,"Jeremiah 27","Pastor Anderson","2016-10-06 02:00:00",,xoncEKxhh-A,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:35.945387","2017-04-15 21:57:46.748279",jeremiah-27,0
41,"Power and Judgment","Bro Garrett Kirchway","2016-10-03 01:30:00",,PqD0j4nvbBg,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:35.968522","2017-04-15 21:57:46.764237",power-and-judgment,0
42,"Pray for America","Pastor Anderson","2016-10-01 02:00:00",,,,t,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:35.993247","2017-04-15 21:57:46.779616",pray-for-america,0
43,"Living the Book of Acts","Pastor Anderson","2016-09-29 02:00:00",,sphO4q9swBY,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:36.013839","2017-04-15 21:57:46.796318",living-the-book-of-acts,0
44,"If I Perish, I Perish","Bro Tyler Baker","2016-09-26 01:30:00",,n8bC74vymLk,https://soundcloud.com/bible-preaching/2016-09-25p-if-i-perish-i-perish,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:36.042016","2017-04-15 21:57:46.812929",if-i-perish-i-perish,0
45,"Learning from Uzzah's Error","Bro Richard Miller","2016-09-22 02:00:00",,NqmNkgjmy9s,https://soundcloud.com/bible-preaching/2016-09-21p-learning-from-uzzahs-error,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:36.066232","2017-04-15 21:57:46.828906",learning-from-uzzah-s-error,0
46,"The Life of Elimelech","Bro Matthew Stucky","2016-09-19 01:30:00",,epQA2F2OdOs,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:36.088264","2017-04-15 21:57:46.845664",the-life-of-elimelech,0
47,"Fear vs. Power","Pastor Anderson","2016-09-19 01:30:00",,CZhAeBDsy9I,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:36.108458","2017-04-15 21:57:46.860659",fear-vs-power,0
48,"The Cost of Discipleship","Bro Garrett Kirchway","2016-09-15 02:00:00",,gJpP0J_JqGI,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:36.129518","2017-04-15 21:57:46.875156",the-cost-of-discipleship,0
49,"There are Many Adversaries","Pastor Anderson","2016-09-12 01:30:00",,09JjxeAgzTs,https://soundcloud.com/bible-preaching/2016-09-11p-there-are-many-adversaries,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:36.152262","2017-04-15 21:57:46.891612",there-are-many-adversaries,0
50,"Jeremiah 26","Pastor Anderson","2016-09-08 02:00:00",,KD0Tls4bIrI,https://soundcloud.com/bible-preaching/2016-09-07p-jeremiah-26,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:36.177935","2017-04-15 21:57:46.907992",jeremiah-26,0
51,"In the Days of Thy Youth","Pastor Anderson","2016-09-05 01:30:00",,jFwC77H3mx4,https://soundcloud.com/bible-preaching/2016-09-04p-in-the-days-of-thy-youth,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:36.201347","2017-04-15 21:57:46.924815",in-the-days-of-thy-youth,0
52,"Jeremiah 25","Pastor Anderson","2016-09-01 02:00:00",,k1FovraqQx4,https://soundcloud.com/bible-preaching/2016-08-31p-jeremiah-25,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:36.221258","2017-04-15 21:57:46.941495",jeremiah-25,0
53,"Soul-Winning Dos and Don'ts","Pastor Anderson","2016-08-29 01:30:00",,eQs937ZRkOw,https://soundcloud.com/bible-preaching/2016-08-28p-soul-winning-dos-and-donts,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:36.247259","2017-04-15 21:57:46.957109",soul-winning-dos-and-don-ts,0
54,"Jeremiah 24","Pastor Anderson","2016-08-25 02:00:00",,1TTsW1Yb2sc,https://soundcloud.com/bible-preaching/2016-08-24p-jeremiah-24,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:36.270211","2017-04-15 21:57:46.972149",jeremiah-24,0
55,"Turning Romans 7 on its Head","Pastor Anderson","2016-08-22 01:30:00",,0D9m6jp8mLQ,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:36.292596","2017-04-15 21:57:46.989967",turning-romans-7-on-its-head,0
56,"Jeremiah 23","Pastor Anderson","2016-08-18 02:00:00",,denPd9rnOpQ,https://soundcloud.com/bible-preaching/2016-08-17p-jeremiah-23,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:36.318509","2017-04-15 21:57:47.007078",jeremiah-23,0
57,"Lawsuits Among Christians","Pastor Anderson","2016-08-15 01:30:00",,Xf_BkYjvu5w,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:36.363782","2017-04-15 21:57:47.024333",lawsuits-among-christians,0
58,"Why Sit We Here Until We Die","Bro Tyler Baker","2016-08-11 02:00:00",,9farlAEcvQw,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:36.385567","2017-04-15 21:57:47.040903",why-sit-we-here-until-we-die,0
59,"Branches Running Over the Wall","Pastor Anderson","2016-08-08 01:30:00",,ZQ9AdNskuig,https://soundcloud.com/bible-preaching/2016-08-07p-branches-running-over-the-wall,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:36.408219","2017-04-15 21:57:47.055941",branches-running-over-the-wall,0
60,"Jeremiah 22","Pastor Anderson","2016-08-04 02:00:00",,PwfxgScGQNo,https://soundcloud.com/bible-preaching/2016-08-03p-jeremiah-22,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:36.432473","2017-04-15 21:57:47.073327",jeremiah-22,0
61,"The Skills to Serve in the Church","Pastor Anderson","2016-08-01 01:30:00",,Of_tS6d5Bbw,https://soundcloud.com/bible-preaching/2016-07-31p-the-skills-to-serve-in-the-church,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:36.452186","2017-04-15 21:57:47.088872",the-skills-to-serve-in-the-church,0
62,"The Signs of the Times","Pastor Anderson","2016-07-29 02:00:00",,vrcU2W8yCjw,,t,VBC,,Preaching,"2017-04-14 00:58:36.473092","2017-04-14 00:58:36.473092",the-signs-of-the-times,0
63,"Jeremiah 21","Pastor Anderson","2016-07-28 02:00:00",,9L3n1QFMOvc,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:36.497075","2017-04-15 21:57:47.103953",jeremiah-21,0
64,"Starting Churches and Ordaining Elders","Pastor Anderson","2016-07-25 01:30:00",,hZv5IW4grFQ,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:36.521332","2017-04-15 21:57:47.121335",starting-churches-and-ordaining-elders,0
65,"Jeremiah 20","Pastor Anderson","2016-07-21 02:00:00",,VvyVlP9RVt0,https://soundcloud.com/bible-preaching/2016-07-20p-jeremiah-20-persecution-and-lame-pastors,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:36.547376","2017-04-15 21:57:47.137469",jeremiah-20,0
66,"What a Time to Be Alive","Bro Richard Miller","2016-07-18 01:30:00",,Z34u1YrZ8go,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:36.571467","2017-04-15 21:57:47.154340",what-a-time-to-be-alive,0
67,"Jeremiah 19","Pastor Anderson","2016-07-14 02:00:00",,0W8zTS6xnbA,https://soundcloud.com/bible-preaching/2016-07-13p-jeremiah-19,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:36.593143","2017-04-15 21:57:47.171193",jeremiah-19,0
68,"A Great Falling Away","Pastor Anderson","2016-07-11 01:30:00",,Lj9Sjos05e4,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:36.617262","2017-04-15 21:57:47.186632",a-great-falling-away,0
69,"Jeremiah 18","Pastor Anderson","2016-07-07 02:00:00",,W-7jq9QYijU,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:36.640987","2017-04-15 21:57:47.204792",jeremiah-18,0
70,"Hard Words in the KJV","Pastor Anderson","2016-07-04 01:30:00",,mfeGNHgJDwc,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:36.660845","2017-04-15 21:57:47.221873",hard-words-in-the-kjv,0
71,"Jeremiah 17","Pastor Anderson","2016-06-30 02:00:00",,i879ak3o-ZI,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:36.681483","2017-04-15 21:57:47.237855",jeremiah-17,0
72,"In the Name of Jesus","Bro Garrett Kirchway","2016-06-27 01:30:00",,BxLM3qnTMBE,https://soundcloud.com/bible-preaching/2016-06-26p-in-the-name-of-jesus?in=bible-preaching/sets/2016-faithful-word-baptist,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:36.708776","2017-04-15 21:57:47.254123",in-the-name-of-jesus,0
73,"The Sodomites will Never Stop Us (Jeremiah 16)","Pastor Anderson","2016-06-23 02:00:00",,YryH-GlBsDg,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:36.728842","2017-04-15 21:57:47.270193",the-sodomites-will-never-stop-us-jeremiah-16,0
74,"The Fearful and Unbelieving","Pastor Anderson","2016-06-20 01:30:00",,qXb7rlkds8M,https://soundcloud.com/bible-preaching/2016-06-19p-the-fearful-and-unbelieving?in=bible-preaching/sets/2016-faithful-word-baptist,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:36.751153","2017-04-15 21:57:47.288732",the-fearful-and-unbelieving,0
75,"Jeremiah 15","Pastor Anderson","2016-06-16 02:00:00",,QcWS2kQU2No,https://soundcloud.com/bible-preaching/2016-06-15p-jeremiah-15,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:36.772039","2017-04-15 21:57:47.305083",jeremiah-15,0
76,"Unity in the Local Church","Pastor Anderson","2016-06-13 01:30:00",,pX4C1FciOqc,https://soundcloud.com/bible-preaching/2016-06-12p-unity-in-the-local-church,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:36.791756","2017-04-15 21:57:47.320679",unity-in-the-local-church,0
77,"Jeremiah 14","Pastor Anderson","2016-06-09 02:00:00",,gep5Hw9CkUI,https://soundcloud.com/bible-preaching/2016-06-08p-jeremiah-14,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:36.811393","2017-04-15 21:57:47.337216",jeremiah-14,0
78,"A Ready Scribe","Pastor Anderson","2016-06-06 01:30:00",,IsQPG4byUJA,https://soundcloud.com/bible-preaching/2016-06-05p-a-ready-scribe,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:36.837161","2017-04-15 21:57:47.353512",a-ready-scribe,0
79,"Things that are Precious Camping Trip","Pastor Anderson","2016-06-04 02:00:00",,jMzJY2NBDIg,,f,"Camping Trip",,Preaching,"2017-04-14 00:58:36.857198","2017-04-14 00:58:36.857198",things-that-are-precious-camping-trip,0
80,"Jeremiah 13","Pastor Anderson","2016-06-02 02:00:00",,8EDbq_Gf_5w,https://soundcloud.com/bible-preaching/2016-06-01p-jeremiah-13,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:36.881831","2017-04-15 21:57:47.371955",jeremiah-13,0
81,"The Tree is Known by His Fruit","Pastor Anderson","2016-05-30 01:30:00",,6Nofodz7Sks,https://soundcloud.com/bible-preaching/2016-05-29p-the-tree-is-known-by-his-fruit,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:36.903809","2017-04-15 21:57:47.388976",the-tree-is-known-by-his-fruit,0
82,"Jeremiah 12","Pastor Anderson","2016-05-26 02:00:00",,VfY3WpmEWA4,https://soundcloud.com/bible-preaching/2016-05-25-jeremiah-12,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:36.932243","2017-04-15 21:57:47.404662",jeremiah-12,0
83,"To the Romans","Pastor Anderson","2016-05-23 01:30:00",,0uXoeuGrJ48,https://soundcloud.com/bible-preaching/2016-05-22p-to-the-romans,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:36.948515","2017-04-15 21:57:47.420953",to-the-romans,0
84,"Jeremiah 11","Pastor Anderson","2016-05-19 02:00:00",,AlWgeYN4cqg,https://soundcloud.com/bible-preaching/2016-05-18p-jeremiah-11,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:36.972960","2017-04-15 21:57:47.437127",jeremiah-11,0
85,"Drunken with the Blood of the Saints","Pastor Anderson","2016-05-16 01:30:00",,qLxgp5VIx4A,https://soundcloud.com/bible-preaching/2016-05-15p-drunken-with-the-blood-of-the-saints,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:36.996367","2017-04-15 21:57:47.453422",drunken-with-the-blood-of-the-saints,0
86,"Jeremiah 10","Pastor Anderson","2016-05-12 02:00:00",,PFcOAjBQwdU,https://soundcloud.com/bible-preaching/2016-05-11p-jeremiah-10,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:37.024899","2017-04-15 21:57:47.471556",jeremiah-10,0
87,"I Praise You Not","Pastor Anderson","2016-05-09 01:30:00",,bPwdz8gr4SA,https://soundcloud.com/bible-preaching/2016-05-08p-i-praise-you-not,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:37.050863","2017-04-15 21:57:47.489312",i-praise-you-not,0
88,"Jeremiah 09","Pastor Anderson","2016-05-05 02:00:00",,Z7cbKtCK-JI,https://soundcloud.com/bible-preaching/2016-05-04-jeremiah-9,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:37.082238","2017-04-15 21:57:47.504612",jeremiah-09,0
89,"The Writing of the New Testament","Pastor Anderson","2016-05-02 01:30:00",,bsm-qOdWC5g,https://soundcloud.com/bible-preaching/2016-05-01p-the-preservation-of-the-new-testament,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:37.104463","2017-04-15 21:57:47.522700",the-writing-of-the-new-testament,0
90,"Professing Themselves to be Wise-Documentary","Pastor Anderson","2016-05-02 01:30:00",,EMRFAhfCX10,,f,"Faithful Word Baptist Church",,Documentary,"2017-04-14 00:58:37.132376","2017-04-15 21:57:47.537303",professing-themselves-to-be-wise-documentary,0
91,"Jeremiah 08","Pastor Anderson","2016-04-28 02:00:00",,RVdx3fIb3TI,https://soundcloud.com/bible-preaching/2016-04-27p-jeremiah-8,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:37.157212","2017-04-15 21:57:47.552994",jeremiah-08,0
92,"Iceland: a Nation of Bastards","Pastor Anderson","2016-04-25 01:30:00",,Qj8n4_wNf38,https://soundcloud.com/bible-preaching/2016-04-24p-iceland-a-nation-of-bastards,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:37.181983","2017-04-15 21:57:47.567905",iceland-a-nation-of-bastards,0
93,"John the Baptist","Bro Richard Miller","2016-04-21 02:00:00",,fbPyNEoeySs,https://soundcloud.com/bible-preaching/2016-04-20p-john-the-baptist,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:37.204457","2017-04-15 21:57:47.583820",john-the-baptist,0
94,"Zimri Must Die","Bro Corbin Ressl","2016-04-18 01:30:00",,kg0EoflIhZU,https://soundcloud.com/bible-preaching/2016-04-17a-zimri-must-die,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:37.230925","2017-04-15 21:57:47.600701",zimri-must-die,0
95,"A Friend of God","Bro Tyler Baker","2016-04-18 01:30:00",,1fJOcmXwzA8,https://soundcloud.com/bible-preaching/2016-04-17p-the-friend-of-god,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:37.256515","2017-04-15 21:57:47.616207",a-friend-of-god,0
96,"Jehovah's false Witnesses","Bro Tyler Baker","2016-04-14 02:00:00",,hcD10D3WOL0,https://soundcloud.com/bible-preaching/2016-04-13p-jehovahs-false-witnesses,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:37.281319","2017-04-15 21:57:47.633270",jehovah-s-false-witnesses,0
97,"Where Did We Get the Bible?","Pastor Anderson","2016-04-11 01:30:00",,kou4tnAcqe4,https://soundcloud.com/bible-preaching/2016-04-10p-where-did-we-get-the-bible-part-1,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:37.304595","2017-04-15 21:57:47.648562",where-did-we-get-the-bible,0
98,"Jeremiah 07","Pastor Anderson","2016-04-07 02:00:00",,ElCasRtUnig,https://soundcloud.com/bible-preaching/2016-04-06p-jeremiah-7,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:37.324901","2017-04-15 21:57:47.665414",jeremiah-07,0
99,"The Homo Agenda vs Reality","Pastor Anderson","2016-04-04 01:30:00",,DiqtFAKQHlk,https://soundcloud.com/bible-preaching/2016-04-03p-the-sodomite-agenda-vs-reality,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:37.349606","2017-04-15 21:57:47.681052",the-homo-agenda-vs-reality,0
100,"Jeremiah 06","Pastor Anderson","2016-03-31 02:00:00",,XcjfIV04wUI,https://soundcloud.com/bible-preaching/2016-03-30p-jeremiah-6,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:37.375266","2017-04-15 21:57:47.695673",jeremiah-06,0
101,"Ordination of Bro. Tyler Baker","Pastor Anderson","2016-03-28 01:30:00",,JvnWcxAUpGY,https://soundcloud.com/bible-preaching/2016-03-27p-the-office-of-a-deacon,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:37.397432","2017-04-15 21:57:47.712512",ordination-of-bro-tyler-baker,0
102,"The Weight of a Guilty Conscience","Bro Corbin Ressl","2016-03-24 02:00:00",,DuaaA_Jn_Ow,https://soundcloud.com/bible-preaching/2016-03-23p-the-weight-of-a-guilty-conscience,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:37.416774","2017-04-15 21:57:47.727732",the-weight-of-a-guilty-conscience,0
103,"God's Plan B for Our Lives","Pastor Anderson","2016-03-21 01:30:00",,CL3yJtEQmog,https://soundcloud.com/bible-preaching/2016-03-20p-gods-plan-b-for-our-lives,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:37.437439","2017-04-15 21:57:47.743943",god-s-plan-b-for-our-lives,0
104,"Jeremiah 05","Pastor Anderson","2016-03-17 02:00:00",,5htqNoU9qig,https://soundcloud.com/bible-preaching/2016-03-16p-jeremiah-5,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:37.461180","2017-04-15 21:57:47.759965",jeremiah-05,0
105,"Veganism in Light of the Bible","Pastor Anderson","2016-03-14 01:30:00",,m5RZ4i6DmlQ,https://soundcloud.com/bible-preaching/2016-03-13p-veganism-in-light-of-the-bible,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:58:37.484826","2017-04-15 21:57:47.776109",veganism-in-light-of-the-bible,0
