id,title,preacher,datetime,mp3,ytube_id,scloud,fire_hard,location,transcript,format,created_at,updated_at,slug,dl_count
976,"John 07","Pastor Anderson","2007-12-13 02:00:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:05.579193","2017-04-15 21:58:02.796655",john-07,0
977,"John 06","Pastor Anderson","2007-12-06 02:00:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:05.606048","2017-04-15 21:58:02.810781",john-06,0
978,"Poor Substitutes for Soul-winning","Pastor Anderson","2007-12-03 01:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:05.628730","2017-04-15 21:58:02.829271",poor-substitutes-for-soul-winning,0
979,"John 05","Pastor Anderson","2007-11-29 02:00:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:05.653736","2017-04-15 21:58:02.844654",john-05,0
980,"Have a Plan","Pastor Anderson","2007-11-26 01:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:05.693150","2017-04-15 21:58:02.859733",have-a-plan,0
981,"John 04","Pastor Anderson","2007-11-22 02:00:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:05.722124","2017-04-15 21:58:02.875548",john-04,0
982,"The Inward Man","Pastor Anderson","2007-11-19 01:30:00",,,,t,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:05.752480","2017-04-15 21:58:02.892529",the-inward-man,0
983,"John 03","Pastor Anderson","2007-11-15 02:00:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:05.781415","2017-04-15 21:58:02.908704",john-03,0
984,"Taking Responsibility For The Problem","Pastor Anderson","2007-11-12 01:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:05.810969","2017-04-15 21:58:02.924417",taking-responsibility-for-the-problem,0
985,"John 02","Pastor Anderson","2007-11-08 02:00:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:05.837961","2017-04-15 21:58:02.940170",john-02,0
986,Confirmation,"Pastor Anderson","2007-11-05 01:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:05.863114","2017-04-15 21:58:02.957160",confirmation,0
987,"John 01 (partial)","Pastor Anderson","2007-11-01 02:00:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:05.894693","2017-04-15 21:58:02.972887",john-01-partial,0
988,"The Only Way to Fail is to Quit","Pastor Anderson","2007-10-29 01:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:05.917710","2017-04-15 21:58:02.988655",the-only-way-to-fail-is-to-quit,0
989,"Malachi 04","Pastor Anderson","2007-10-25 02:00:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:05.940985","2017-04-15 21:58:03.003524",malachi-04,0
990,"Under the Power of Any","Bro Roger Jimenez","2007-10-22 01:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:05.965629","2017-04-15 21:58:03.019756",under-the-power-of-any,0
991,"Where Are They All?","Pastor Anderson","2007-10-21 02:00:00",,LE2fpHM3rdM,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:05.989300","2017-04-15 21:58:03.036121",where-are-they-all,0
992,"Malachi 03","Pastor Anderson","2007-10-18 02:00:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:06.015641","2017-04-15 21:58:03.051977",malachi-03,0
993,"Soul-Winning Helps - Part 2","Pastor Anderson","2007-10-15 01:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:06.045440","2017-04-15 21:58:03.067321",soul-winning-helps-part-2,0
994,"Malachi 02","Pastor Anderson","2007-10-11 02:00:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:06.072347","2017-04-15 21:58:03.084362",malachi-02,0
995,"Two Foundations","Pastor Anderson","2007-10-08 01:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:06.105734","2017-04-15 21:58:03.100207",two-foundations,0
996,"Malachi 01","Pastor Anderson","2007-10-04 02:00:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:06.135493","2017-04-15 21:58:03.115943",malachi-01,0
997,"Don't Waste Your Time","Pastor Anderson","2007-10-01 01:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:06.159335","2017-04-15 21:58:03.131937",don-t-waste-your-time,0
998,"Romans 16","Pastor Anderson","2007-09-27 02:00:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:06.185042","2017-04-15 21:58:03.147620",romans-16,0
999,"Clothing Standards","Pastor Anderson","2007-09-24 01:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:06.208176","2017-04-15 21:58:03.163911",clothing-standards,0
1000,"Romans 15","Pastor Anderson","2007-09-20 02:00:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:06.230970","2017-04-15 21:58:03.180518",romans-15,0
1001,Procrastination,"Pastor Anderson","2007-09-17 01:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:06.266265","2017-04-15 21:58:03.195704",procrastination,0
1002,"Romans 14","Pastor Anderson","2007-09-13 02:00:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:06.292703","2017-04-15 21:58:03.212281",romans-14,0
1003,"If Not You, then Who?","Pastor Anderson","2007-09-10 01:30:00",,,,t,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:06.316822","2017-04-15 21:58:03.229137",if-not-you-then-who,0
1004,"Romans 13","Pastor Anderson","2007-09-06 02:00:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:06.365341","2017-04-15 21:58:03.243529",romans-13,0
1005,"Independent Churches","Pastor Anderson","2007-09-03 01:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:06.417999","2017-04-15 21:58:03.259206",independent-churches,0
1006,"Romans 12","Pastor Anderson","2007-08-30 02:00:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:06.449997","2017-04-15 21:58:03.275141",romans-12,0
1007,"Don't Go Back to School","Pastor Anderson","2007-08-27 01:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:06.469178","2017-04-15 21:58:03.296449",don-t-go-back-to-school,0
1008,"Romans 11","Pastor Anderson","2007-08-23 02:00:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:06.493132","2017-04-15 21:58:03.312160",romans-11,0
1009,"Romans 10","Pastor Anderson","2007-08-16 02:00:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:06.519983","2017-04-15 21:58:03.328496",romans-10,0
1010,"King James Bible Only","Pastor Anderson","2007-08-13 01:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:06.539592","2017-04-15 21:58:03.344466",king-james-bible-only,0
1011,"Romans 09","Pastor Anderson","2007-08-09 02:00:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:06.563662","2017-04-15 21:58:03.360053",romans-09,0
1012,"Waxing Strong in Spirit","Pastor Anderson","2007-08-06 01:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:06.586355","2017-04-15 21:58:03.381241",waxing-strong-in-spirit,0
1013,"Romans 08","Pastor Anderson","2007-08-02 02:00:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:06.621582","2017-04-15 21:58:03.396645",romans-08,0
1014,"Speaking in Tongues","Pastor Anderson","2007-07-30 01:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:06.647695","2017-04-15 21:58:03.412401",speaking-in-tongues,0
1015,"Romans 07","Pastor Anderson","2007-07-26 02:00:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:06.669134","2017-04-15 21:58:03.427713",romans-07,0
1016,"Traditions vs Bible Doctrine","Pastor Anderson","2007-07-23 01:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:06.694585","2017-04-15 21:58:03.443814",traditions-vs-bible-doctrine,0
1017,"Romans 06","Pastor Anderson","2007-07-19 02:00:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:06.716212","2017-04-15 21:58:03.461017",romans-06,0
1018,"Blinding, Binding, Grinding","Pastor Anderson","2007-07-16 01:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:06.744229","2017-04-15 21:58:03.479276",blinding-binding-grinding,0
1019,"Romans 05","Pastor Anderson","2007-07-12 02:00:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:06.771090","2017-04-15 21:58:03.496040",romans-05,0
1020,"A Crooked and Perverse Nation","Pastor Anderson","2007-07-09 01:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:06.801414","2017-04-15 21:58:03.512504",a-crooked-and-perverse-nation,0
1021,"Romans 04","Pastor Anderson","2007-07-05 02:00:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:06.829422","2017-04-15 21:58:03.527414",romans-04,0
1022,Miracles,"Pastor Anderson","2007-07-02 01:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:06.854643","2017-04-15 21:58:03.543491",miracles,0
1023,"Romans 03","Pastor Anderson","2007-06-28 02:00:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:06.887467","2017-04-15 21:58:03.559913",romans-03,0
1024,"Why Billy Graham will go to Hell","Pastor Anderson","2007-06-25 01:30:00",,,,t,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:06.911505","2017-04-15 21:58:03.576884",why-billy-graham-will-go-to-hell,0
1025,"Romans 02","Pastor Anderson","2007-06-21 02:00:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:06.935242","2017-04-15 21:58:03.591928",romans-02,0
1026,"A Conscience Void of Offence","Pastor Anderson","2007-06-18 01:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:06.964815","2017-04-15 21:58:03.608185",a-conscience-void-of-offence,0
1027,"Romans 01","Pastor Anderson","2007-06-14 02:00:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:06.989458","2017-04-15 21:58:03.624556",romans-01,0
1028,"The Preaching of the Cross","Pastor Anderson","2007-06-11 01:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:07.038256","2017-04-15 21:58:03.640696",the-preaching-of-the-cross,0
1029,"The Book of Jude","Pastor Anderson","2007-06-07 02:00:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:07.067804","2017-04-15 21:58:03.655422",the-book-of-jude,0
1030,"Build a Wall","Pastor Anderson","2007-06-04 01:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:07.091664","2017-04-15 21:58:03.675483",build-a-wall,0
1031,"Revelation 22","Pastor Anderson","2007-05-31 02:00:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:07.120548","2017-04-15 21:58:03.692461",revelation-22,0
1032,"Why We Started in the House","Pastor Anderson","2007-05-28 01:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:07.143621","2017-04-15 21:58:03.707610",why-we-started-in-the-house,0
1033,"Revelation 21","Pastor Anderson","2007-05-24 02:00:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:07.166875","2017-04-15 21:58:03.723893",revelation-21,0
1034,"Sinning Through Ignorance","Pastor Anderson","2007-05-21 01:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:07.193859","2017-04-15 21:58:03.740673",sinning-through-ignorance,0
1035,"Revelation 20","Pastor Anderson","2007-05-17 02:00:00",,wlwgfEVgrew,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:07.220286","2017-04-15 21:58:03.756194",revelation-20,0
1036,"Who Shall Abide?","Pastor Anderson","2007-05-14 01:30:00",,pye7sPtXejY,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:07.243912","2017-04-15 21:58:03.776875",who-shall-abide,0
1037,"Revelation 19","Pastor Anderson","2007-05-10 02:00:00",,Ez-rN3ZHnHU,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:07.268148","2017-04-15 21:58:03.792659",revelation-19,0
1038,"Wisdom is the Principal Thing","Pastor Anderson","2007-05-07 01:30:00",,yMMPp2BtsQw,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:07.288908","2017-04-15 21:58:03.808863",wisdom-is-the-principal-thing,0
1039,"Revelation 18","Pastor Anderson","2007-05-03 02:00:00",,nN7F2IQYz8g,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:07.318056","2017-04-15 21:58:03.825464",revelation-18,0
1040,"The Sanctity of Human Life","Pastor Anderson","2007-04-30 01:30:00",,7QbLLTVtLXg,,t,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:07.340493","2017-04-15 21:58:03.840888",the-sanctity-of-human-life,0
1041,"What I Mean by 'Fundamental'","Pastor Anderson","2007-04-23 01:30:00",,i5TE_WwIVhM,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:07.364947","2017-04-15 21:58:03.853096",what-i-mean-by-fundamental,0
1042,"Revelation 16","Pastor Anderson","2007-04-19 02:00:00",,8dzstcugVVY,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:07.393084","2017-04-15 21:58:03.868049",revelation-16,0
1043,"The Doctrine of Exclusivism","Pastor Anderson","2007-04-18 02:00:00",,bfhDOaT_dpY,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:07.421174","2017-04-15 21:58:03.884872",the-doctrine-of-exclusivism,0
1044,"The Lie of Evolution","Pastor Anderson","2007-04-16 01:30:00",,EBACpL41Y_o,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:07.447158","2017-04-15 21:58:03.899787",the-lie-of-evolution,0
1045,"Revelation 15","Pastor Anderson","2007-04-12 02:00:00",,LNM7IDfjbrs,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:07.472416","2017-04-15 21:58:03.916553",revelation-15,0
1046,"Blessed are the Pure in Heart","Pastor Anderson","2007-04-09 01:30:00",,vi6qnz_gZ94,,t,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:07.499719","2017-04-15 21:58:03.932320",blessed-are-the-pure-in-heart,0
1047,"Revelation 14","Pastor Anderson","2007-04-05 02:00:00",,1YsRnKpdOKg,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:07.528647","2017-04-15 21:58:03.957103",revelation-14,0
1048,"Dating and Marriage","Pastor Anderson","2007-04-02 01:30:00",,HwFguEsXT6I,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:07.554487","2017-04-15 21:58:03.972745",dating-and-marriage,0
1049,"Revelation 13","Pastor Anderson","2007-03-29 02:00:00",,BgA_5n_Fza0,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:07.576427","2017-04-15 21:58:03.987736",revelation-13,0
1050,"Marriage and Divorce","Pastor Anderson","2007-03-26 01:30:00",,sEekXNgIomY,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:07.600577","2017-04-15 21:58:04.004137",marriage-and-divorce,0
1051,"Revelation 12","Pastor Anderson","2007-03-22 02:00:00",,eY4PrXuR6yk,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:07.623568","2017-04-15 21:58:04.020231",revelation-12,0
1052,"Bible Memorization Techniques","Pastor Anderson","2007-03-19 01:30:00",,Ruf4Pz48o3g,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:07.648557","2017-04-15 21:58:04.035745",bible-memorization-techniques,0
1053,"Revelation 11","Pastor Anderson","2007-03-15 02:00:00",,sRh4TZUBT_4,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:07.672692","2017-04-15 21:58:04.050916",revelation-11,0
1054,Consistency,"Pastor Anderson","2007-03-12 01:30:00",,-1mB96--6Tk,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:07.695714","2017-04-15 21:58:04.064877",consistency,0
1055,"Revelation 10","Pastor Anderson","2007-03-08 02:00:00",,AreboI6aUyI,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:07.719041","2017-04-15 21:58:04.081129",revelation-10,0
1056,"A Time to Hate","Pastor Anderson","2007-03-05 01:30:00",,Z-AwK6kQr6w,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:07.738715","2017-04-15 21:58:04.097216",a-time-to-hate,0
1057,"Revelation 09","Pastor Anderson","2007-03-01 02:00:00",,7Gp3AD0JAEI,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:07.761465","2017-04-15 21:58:04.112534",revelation-09,0
1058,"I Think Myself Happy","Pastor Anderson","2007-02-26 01:30:00",,F5fVjCnfrXo,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:07.785524","2017-04-15 21:58:04.125088",i-think-myself-happy,0
1059,"Revelation 08","Pastor Anderson","2007-02-22 02:00:00",,7ooJIL8M4J0,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:07.821741","2017-04-15 21:58:04.139932",revelation-08,0
1060,"Yet Forty Days","Bro Roger Jimenez","2007-02-19 01:30:00",,,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:07.852590","2017-04-15 21:58:04.156454",yet-forty-days,0
1061,"Revelation 07","Pastor Anderson","2007-02-15 02:00:00",,cEqAtX1NxxI,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:07.879944","2017-04-15 21:58:04.171966",revelation-07,0
1062,"Be Fruitful and Multiply","Pastor Anderson","2007-02-12 01:30:00",,qK8Akt3Xw7A,,t,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:07.910367","2017-04-15 21:58:04.188604",be-fruitful-and-multiply,0
1063,"Revelation 06","Pastor Anderson","2007-02-08 02:00:00",,7lajssSjxFk,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:07.937412","2017-04-15 21:58:04.204288",revelation-06,0
1064,"Physicians of No Value","Pastor Anderson","2007-02-05 01:30:00",,n0Bvt1kEI-o,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:07.964946","2017-04-15 21:58:04.221480",physicians-of-no-value,0
1065,"Revelation 05","Pastor Anderson","2007-02-01 02:00:00",,dY-DtY-opeU,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:07.989506","2017-04-15 21:58:04.236757",revelation-05,0
1066,"Revelation 04","Pastor Anderson","2007-01-25 02:00:00",,7U5R0lnMsUw,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:08.014473","2017-04-15 21:58:04.251548",revelation-04,0
1067,"Revelation 03","Pastor Anderson","2007-01-19 02:00:00",,FYmFwoqOthg,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:08.039594","2017-04-15 21:58:04.267298",revelation-03,0
1068,"Revelation 02","Pastor Anderson","2007-01-11 02:00:00",,Vb-C43Lw-a0,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:08.081126","2017-04-15 21:58:04.282863",revelation-02,0
1069,"Revelation 01","Pastor Anderson","2007-01-04 02:00:00",,k0JPDfNXvZs,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:08.113519","2017-04-15 21:58:04.297146",revelation-01,0
1070,"Goals for the New Year","Pastor Anderson","2007-01-01 01:30:00",,us_G-vj1zww,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:08.136998","2017-04-15 21:58:04.311936",goals-for-the-new-year,0
1071,"James 05","Pastor Anderson","2006-12-28 02:00:00",,Y7pjFfYrAdw,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:08.161607","2017-04-15 21:58:04.332112",james-05,0
1072,"The NIV's Attack on Jesus","Pastor Anderson","2006-12-25 01:30:00",,er1ORlY8-pk,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:08.185509","2017-04-15 21:58:04.349275",the-niv-s-attack-on-jesus,0
1073,"James 04","Pastor Anderson","2006-12-21 02:00:00",,jCsDtyDSg_A,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:08.207068","2017-04-15 21:58:04.365380",james-04,0
1074,"Soul-Winning Techniques","Pastor Anderson","2006-12-18 01:30:00",,sZ2CfGZjZwc,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:08.234744","2017-04-15 21:58:04.397973",soul-winning-techniques,0
1075,"James 03","Pastor Anderson","2006-12-14 02:00:00",,JQyFrD7FdnM,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:08.260250","2017-04-15 21:58:04.413095",james-03,0
1076,"Sound Doctrine","Pastor Anderson","2006-12-11 01:30:00",,AfE8-3kD48M,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:08.291502","2017-04-15 21:58:04.429448",sound-doctrine,0
1077,"James 02","Pastor Anderson","2006-12-07 02:00:00",,tyFtguQYjDM,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:08.315080","2017-04-15 21:58:04.444318",james-02,0
1078,"Love As Brethren","Pastor Anderson","2006-12-04 01:30:00",,q_sEW_nxyZ4,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:08.336893","2017-04-15 21:58:04.459482",love-as-brethren,0
1079,"James 01","Pastor Anderson","2006-11-30 02:00:00",,ZUKORwcBRsU,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:08.360172","2017-04-15 21:58:04.476481",james-01,0
1080,"The Power of the Holy Ghost","Pastor Anderson","2006-11-27 01:30:00",,cllfeKHFpT8,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:08.406144","2017-04-15 21:58:04.492173",the-power-of-the-holy-ghost,0
1081,"Habakkuk 03","Pastor Anderson","2006-11-23 02:00:00",,bsUVubtEA6c,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:08.433004","2017-04-15 21:58:04.512344",habakkuk-03,0
1082,"Harden Not Your Heart","Pastor Anderson","2006-11-20 01:30:00",,l5acxr6paK0,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:08.462111","2017-04-15 21:58:04.529080",harden-not-your-heart,0
1083,"Habakkuk 02","Pastor Anderson","2006-11-16 02:00:00",,BaX52OpKemM,,t,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:08.486863","2017-04-15 21:58:04.544936",habakkuk-02,0
1084,"They Promise them Liberty","Pastor Anderson","2006-11-13 01:30:00",,Tx6aDXie1A8,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:08.509379","2017-04-15 21:58:04.560463",they-promise-them-liberty,0
1085,"Habakkuk 01","Pastor Anderson","2006-11-09 02:00:00",,qvpCJnDnDxc,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:08.532833","2017-04-15 21:58:04.576493",habakkuk-01,0
1086,"Psalm 117, 118, 119","Pastor Anderson","2006-11-06 01:30:00",,xgYhaGX70_s,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:08.554718","2017-04-15 21:58:04.592838",psalm-117-118-119,0
1087,"Matthew 28","Pastor Anderson","2006-11-02 02:00:00",,ppXgm26twlQ,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:08.580408","2017-04-15 21:58:04.607752",matthew-28,0
1088,"The Christian Fool Movement","Pastor Anderson","2006-10-30 01:30:00",,nvAhz8IZ1Q0,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:08.606479","2017-04-15 21:58:04.624709",the-christian-fool-movement,0
1089,"Matthew 27","Pastor Anderson","2006-10-26 02:00:00",,fFVaD5YSXPw,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:08.629453","2017-04-15 21:58:04.640416",matthew-27,0
1090,"Now then do it!","Pastor Anderson","2006-10-23 01:30:00",,nSZbZXpVq5I,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:08.651885","2017-04-15 21:58:04.656707",now-then-do-it,0
1091,"Matthew 26","Pastor Anderson","2006-10-19 02:00:00",,Cla9F46qGm0,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:08.671970","2017-04-15 21:58:04.672659",matthew-26,0
1092,"Saved from your Sins","Pastor Anderson","2006-10-16 01:30:00",,fRy1k3ZKySQ,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:08.694124","2017-04-15 21:58:04.685711",saved-from-your-sins,0
1093,"Matthew 25","Pastor Anderson","2006-10-12 02:00:00",,Cwd9M_hSu_M,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:08.717887","2017-04-15 21:58:04.700940",matthew-25,0
1094,"The Man of God","Pastor Anderson","2006-10-09 01:30:00",,6rNr8JTdoMU,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:08.743394","2017-04-15 21:58:04.713744",the-man-of-god-5d211cde-ac16-421c-b189-cc4a3c8cab7a,0
1095,"Matthew 24","Pastor Anderson","2006-10-05 02:00:00",,5J6IOS2J0lU,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:08.772362","2017-04-15 21:58:04.729358",matthew-24,0
1096,"The Dark Places of the Earth","Pastor Anderson","2006-10-02 01:30:00",,c5BHnQwog3M,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:08.801793","2017-04-15 21:58:04.745148",the-dark-places-of-the-earth,0
1097,"Matthew 23","Pastor Anderson","2006-09-28 02:00:00",,iVM51MiotNY,,t,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:08.824924","2017-04-15 21:58:04.759420",matthew-23,0
1098,"How to Win Souls","Pastor Anderson","2006-09-25 01:30:00",,4b2lUrW7Vko,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:08.850670","2017-04-15 21:58:04.775253",how-to-win-souls,0
1099,"Matthew 22","Pastor Anderson","2006-09-21 02:00:00",,L-ED_lVpTHg,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:08.875919","2017-04-15 21:58:04.792545",matthew-22,0
1100,"How to Make Right Decisions","Pastor Anderson","2006-09-18 01:30:00",,G1iGq4B9RkY,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:08.896927","2017-04-15 21:58:04.807221",how-to-make-right-decisions,0
1101,"Matthew 21","Pastor Anderson","2006-09-14 02:00:00",,CEF-rf0zRvs,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:08.922887","2017-04-15 21:58:04.821755",matthew-21,0
1102,"Women's Roles in Society","Pastor Anderson","2006-09-11 01:30:00",,QR8rP2slQSI,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:08.944270","2017-04-15 21:58:04.836069",women-s-roles-in-society,0
1103,"Matthew 20","Pastor Anderson","2006-09-07 02:00:00",,nPnb8Ck_kq4,,f,"Faithful Word Baptist Church",,Preaching,"2017-04-14 00:59:08.968355","2017-04-15 21:58:04.851929",matthew-20,0
